b-last,b-avg,b-min,b-max,c-last,c-avg,c-min,c-max,d-last,d-avg,d-min,d-max,e-last,e-avg,e-min,e-max,e2e-last,e2e-avg,e2e-min,e2e-max
0,0.0,0,0,256,306.8,97,9419,1,1.3,0,99,78,101.5,72,809,335,409.5,188,10180
0,0.0,0,0,247,306.7,97,9419,1,1.3,0,99,90,101.5,72,809,338,409.4,188,10180
0,0.0,0,0,278,306.7,97,9419,0,1.3,0,99,234,101.6,72,809,512,409.5,188,10180
0,0.0,0,0,355,306.7,97,9419,1,1.3,0,99,92,101.6,72,809,448,409.5,188,10180
0,0.0,0,0,311,306.7,97,9419,1,1.3,0,99,90,101.6,72,809,402,409.5,188,10180
0,0.0,0,0,299,306.7,97,9419,1,1.3,0,99,83,101.6,72,809,383,409.5,188,10180
0,0.0,0,0,317,306.7,97,9419,1,1.3,0,99,115,101.6,72,809,433,409.5,188,10180
0,0.0,0,0,357,306.8,97,9419,1,1.3,0,99,88,101.6,72,809,446,409.6,188,10180
0,0.0,0,0,142,306.6,97,9419,1,1.3,0,99,100,101.5,72,809,243,409.4,188,10180
0,0.0,0,0,376,306.7,97,9419,1,1.3,0,99,87,101.5,72,809,464,409.5,188,10180
0,0.0,0,0,311,306.7,97,9419,1,1.3,0,99,90,101.5,72,809,402,409.5,188,10180
0,0.0,0,0,310,306.7,97,9419,0,1.3,0,99,92,101.5,72,809,402,409.5,188,10180
0,0.0,0,0,366,306.7,97,9419,1,1.3,0,99,97,101.5,72,809,464,409.5,188,10180
0,0.0,0,0,235,306.7,97,9419,1,1.3,0,99,84,101.5,72,809,320,409.5,188,10180
0,0.0,0,0,174,306.6,97,9419,1,1.3,0,99,85,101.5,72,809,260,409.3,188,10180
0,0.0,0,0,215,306.5,97,9419,0,1.3,0,99,88,101.5,72,809,303,409.3,188,10180
0,0.0,0,0,385,306.6,97,9419,0,1.2,0,99,373,101.7,72,809,758,409.5,188,10180
0,0.0,0,0,134,306.5,97,9419,1,1.2,0,99,97,101.7,72,809,232,409.4,188,10180
0,0.0,0,0,179,306.4,97,9419,1,1.2,0,99,99,101.7,72,809,279,409.3,188,10180
0,0.0,0,0,278,306.3,97,9419,1,1.2,0,99,90,101.7,72,809,369,409.3,188,10180
0,0.0,0,0,193,306.3,97,9419,0,1.2,0,99,85,101.7,72,809,278,409.2,188,10180
0,0.0,0,0,389,306.3,97,9419,1,1.2,0,99,86,101.6,72,809,476,409.2,188,10180
0,0.0,0,0,341,306.4,97,9419,1,1.2,0,99,76,101.6,72,809,418,409.2,188,10180
0,0.0,0,0,321,306.4,97,9419,1,1.2,0,99,92,101.6,72,809,414,409.2,188,10180
0,0.0,0,0,336,306.4,97,9419,1,1.2,0,99,77,101.6,72,809,414,409.2,188,10180
0,0.0,0,0,174,306.3,97,9419,1,1.2,0,99,82,101.6,72,809,257,409.1,188,10180
0,0.0,0,0,167,306.2,97,9419,1,1.2,0,99,100,101.6,72,809,268,409.0,188,10180
0,0.0,0,0,298,306.2,97,9419,0,1.2,0,99,95,101.6,72,809,393,409.0,188,10180
0,0.0,0,0,236,306.1,97,9419,1,1.2,0,99,93,101.6,72,809,330,409.0,188,10180
0,0.0,0,0,323,306.1,97,9419,0,1.2,0,99,84,101.6,72,809,407,409.0,188,10180
0,0.0,0,0,270,306.1,97,9419,0,1.2,0,99,80,101.5,72,809,350,408.9,188,10180
0,0.0,0,0,330,306.1,97,9419,0,1.2,0,99,86,101.5,72,809,416,408.9,188,10180
0,0.0,0,0,204,306.1,97,9419,1,1.2,0,99,93,101.5,72,809,298,408.8,188,10180
0,0.0,0,0,298,306.1,97,9419,1,1.2,0,99,85,101.5,72,809,384,408.8,188,10180
0,0.0,0,0,184,306.0,97,9419,1,1.2,0,99,90,101.5,72,809,275,408.7,188,10180
0,0.0,0,0,263,305.9,97,9419,1,1.2,0,99,104,101.5,72,809,368,408.7,188,10180
0,0.0,0,0,300,305.9,97,9419,1,1.2,0,99,102,101.5,72,809,403,408.7,188,10180
0,0.0,0,0,363,306.0,97,9419,2,1.2,0,99,97,101.5,72,809,462,408.7,188,10180
0,0.0,0,0,332,306.0,97,9419,1,1.2,0,99,83,101.5,72,809,416,408.7,188,10180
0,0.0,0,0,167,305.9,97,9419,1,1.2,0,99,92,101.5,72,809,260,408.6,188,10180
0,0.0,0,0,382,305.9,97,9419,1,1.2,0,99,81,101.5,72,809,464,408.7,188,10180
0,0.0,0,0,194,305.9,97,9419,1,1.2,0,99,94,101.5,72,809,289,408.6,188,10180
0,0.0,0,0,246,305.8,97,9419,1,1.2,0,99,108,101.5,72,809,355,408.5,188,10180
0,0.0,0,0,472,305.9,97,9419,1,1.2,0,99,113,101.5,72,809,586,408.7,188,10180
0,0.0,0,0,338,306.0,97,9419,1,1.2,0,99,76,101.5,72,809,415,408.7,188,10180
0,0.0,0,0,170,305.9,97,9419,1,1.2,0,99,87,101.5,72,809,258,408.6,188,10180
0,0.0,0,0,351,305.9,97,9419,1,1.2,0,99,93,101.4,72,809,445,408.6,188,10180
0,0.0,0,0,274,305.9,97,9419,1,1.2,0,99,86,101.4,72,809,361,408.6,188,10180
0,0.0,0,0,249,305.8,97,9419,0,1.2,0,99,87,101.4,72,809,336,408.5,188,10180
0,0.0,0,0,330,305.9,97,9419,1,1.2,0,99,84,101.4,72,809,415,408.5,188,10180
0,0.0,0,0,379,305.9,97,9419,3,1.2,0,99,95,101.4,72,809,477,408.6,188,10180
0,0.0,0,0,161,305.8,97,9419,1,1.2,0,99,80,101.4,72,809,242,408.4,188,10180
0,0.0,0,0,149,305.7,97,9419,0,1.2,0,99,94,101.4,72,809,243,408.3,188,10180
0,0.0,0,0,214,305.6,97,9419,1,1.2,0,99,84,101.4,72,809,299,408.2,188,10180
0,0.0,0,0,341,305.7,97,9419,1,1.2,0,99,105,101.4,72,809,447,408.3,188,10180
0,0.0,0,0,277,305.6,97,9419,1,1.2,0,99,90,101.4,72,809,368,408.2,188,10180
0,0.0,0,0,336,305.7,97,9419,2,1.2,0,99,201,101.4,72,809,539,408.3,188,10180
0,0.0,0,0,316,305.7,97,9419,1,1.2,0,99,84,101.4,72,809,401,408.3,188,10180
0,0.0,0,0,506,305.8,97,9419,1,1.2,0,99,80,101.4,72,809,587,408.5,188,10180
0,0.0,0,0,203,305.7,97,9419,1,1.2,0,99,95,101.4,72,809,299,408.4,188,10180
0,0.0,0,0,164,305.6,97,9419,0,1.2,0,99,112,101.4,72,809,276,408.3,188,10180
0,0.0,0,0,192,305.6,97,9419,1,1.2,0,99,76,101.4,72,809,269,408.2,188,10180
0,0.0,0,0,430,305.6,97,9419,0,1.2,0,99,89,101.4,72,809,519,408.3,188,10180
0,0.0,0,0,430,305.7,97,9419,1,1.2,0,99,95,101.4,72,809,526,408.4,188,10180
0,0.0,0,0,177,305.6,97,9419,1,1.2,0,99,81,101.4,72,809,259,408.2,188,10180
0,0.0,0,0,554,305.8,97,9419,1,1.2,0,99,81,101.4,72,809,636,408.4,188,10180
0,0.0,0,0,197,305.7,97,9419,0,1.2,0,99,80,101.3,72,809,277,408.3,188,10180
0,0.0,0,0,216,305.7,97,9419,1,1.2,0,99,90,101.3,72,809,307,408.2,188,10180
0,0.0,0,0,239,305.6,97,9419,1,1.2,0,99,92,101.3,72,809,332,408.2,188,10180
0,0.0,0,0,322,305.6,97,9419,1,1.2,0,99,91,101.3,72,809,414,408.2,188,10180
0,0.0,0,0,355,305.7,97,9419,0,1.2,0,99,90,101.3,72,809,445,408.2,188,10180
0,0.0,0,0,172,305.6,97,9419,1,1.2,0,99,81,101.3,72,809,254,408.1,188,10180
0,0.0,0,0,161,305.5,97,9419,1,1.2,0,99,83,101.3,72,809,245,408.0,188,10180
0,0.0,0,0,242,305.4,97,9419,1,1.2,0,99,106,101.3,72,809,349,408.0,188,10180
0,0.0,0,0,206,305.4,97,9419,1,1.2,0,99,79,101.3,72,809,286,407.9,188,10180
0,0.0,0,0,326,305.4,97,9419,1,1.2,0,99,101,101.3,72,809,428,407.9,188,10180
0,0.0,0,0,336,305.4,97,9419,2,1.2,0,99,101,101.3,72,809,439,407.9,188,10180
0,0.0,0,0,306,305.4,97,9419,1,1.2,0,99,78,101.3,72,809,385,407.9,188,10180
0,0.0,0,0,170,305.3,97,9419,2,1.2,0,99,87,101.2,72,809,259,407.8,188,10180
0,0.0,0,0,170,305.2,97,9419,1,1.2,0,99,88,101.2,72,809,259,407.7,188,10180
0,0.0,0,0,190,305.1,97,9419,0,1.2,0,99,96,101.2,72,809,286,407.6,188,10180
0,0.0,0,0,206,305.1,97,9419,1,1.2,0,99,88,101.2,72,809,295,407.5,188,10180
0,0.0,0,0,251,305.0,97,9419,1,1.2,0,99,95,101.2,72,809,347,407.5,188,10180
0,0.0,0,0,263,305.0,97,9419,1,1.2,0,99,98,101.2,72,809,362,407.5,188,10180
0,0.0,0,0,249,305.0,97,9419,1,1.2,0,99,92,101.2,72,809,342,407.4,188,10180
0,0.0,0,0,433,305.0,97,9419,1,1.2,0,99,99,101.2,72,809,533,407.5,188,10180
0,0.0,0,0,279,305.0,97,9419,1,1.2,0,99,86,101.2,72,809,366,407.5,188,10180
0,0.0,0,0,348,305.1,97,9419,0,1.2,0,99,81,101.2,72,809,429,407.5,188,10180
0,0.0,0,0,304,305.1,97,9419,1,1.2,0,99,108,101.2,72,809,413,407.5,188,10180
0,0.0,0,0,379,305.1,97,9419,1,1.2,0,99,81,101.2,72,809,461,407.5,188,10180
0,0.0,0,0,192,305.0,97,9419,1,1.2,0,99,87,101.2,72,809,280,407.4,188,10180
0,0.0,0,0,194,305.0,97,9419,1,1.2,0,99,85,101.2,72,809,280,407.3,188,10180
0,0.0,0,0,257,304.9,97,9419,0,1.2,0,99,94,101.2,72,809,351,407.3,188,10180
0,0.0,0,0,298,304.9,97,9419,1,1.2,0,99,96,101.1,72,809,395,407.3,188,10180
0,0.0,0,0,316,304.9,97,9419,1,1.2,0,99,88,101.1,72,809,405,407.3,188,10180
0,0.0,0,0,342,305.0,97,9419,1,1.2,0,99,72,101.1,72,809,415,407.3,188,10180
0,0.0,0,0,456,305.1,97,9419,1,1.2,0,99,96,101.1,72,809,553,407.4,188,10180
0,0.0,0,0,359,305.1,97,9419,1,1.2,0,99,84,101.1,72,809,444,407.4,188,10180
0,0.0,0,0,423,305.2,97,9419,1,1.2,0,99,90,101.1,72,809,514,407.5,188,10180
0,0.0,0,0,205,305.1,97,9419,1,1.2,0,99,114,101.1,72,809,320,407.4,188,10180
0,0.0,0,0,155,305.0,97,9419,1,1.2,0,99,85,101.1,72,809,241,407.3,188,10180
0,0.0,0,0,550,305.2,97,9419,1,1.2,0,99,95,101.1,72,809,646,407.5,188,10180
0,0.0,0,0,443,305.3,97,9419,1,1.2,0,99,92,101.1,72,809,536,407.6,188,10180
0,0.0,0,0,220,305.2,97,9419,1,1.2,0,99,104,101.1,72,809,325,407.5,188,10180
0,0.0,0,0,189,305.1,97,9419,2,1.2,0,99,97,101.1,72,809,288,407.4,188,10180
0,0.0,0,0,225,305.1,97,9419,1,1.2,0,99,84,101.1,72,809,310,407.4,188,10180
0,0.0,0,0,292,305.1,97,9419,1,1.2,0,99,86,101.1,72,809,379,407.4,188,10180
0,0.0,0,0,272,305.0,97,9419,1,1.2,0,99,83,101.1,72,809,356,407.3,188,10180
0,0.0,0,0,315,305.0,97,9419,1,1.2,0,99,128,101.1,72,809,444,407.3,188,10180
0,0.0,0,0,546,305.2,97,9419,1,1.2,0,99,97,101.1,72,809,644,407.5,188,10180
0,0.0,0,0,179,305.1,97,9419,0,1.2,0,99,93,101.1,72,809,272,407.4,188,10180
0,0.0,0,0,359,305.2,97,9419,0,1.2,0,99,116,101.1,72,809,475,407.5,188,10180
0,0.0,0,0,310,305.2,97,9419,1,1.2,0,99,97,101.1,72,809,408,407.5,188,10180
0,0.0,0,0,338,305.2,97,9419,0,1.2,0,99,103,101.1,72,809,441,407.5,188,10180
0,0.0,0,0,219,305.1,97,9419,1,1.2,0,99,92,101.1,72,809,312,407.4,188,10180
0,0.0,0,0,162,305.0,97,9419,3,1.2,0,99,95,101.1,72,809,260,407.3,188,10180
0,0.0,0,0,203,305.0,97,9419,1,1.2,0,99,92,101.1,72,809,296,407.2,188,10180
0,0.0,0,0,257,304.9,97,9419,1,1.2,0,99,90,101.0,72,809,348,407.2,188,10180
0,0.0,0,0,266,304.9,97,9419,1,1.2,0,99,97,101.0,72,809,364,407.2,188,10180
0,0.0,0,0,342,304.9,97,9419,1,1.2,0,99,90,101.0,72,809,433,407.2,188,10180
0,0.0,0,0,339,305.0,97,9419,1,1.2,0,99,82,101.0,72,809,422,407.2,188,10180
0,0.0,0,0,351,305.0,97,9419,0,1.2,0,99,90,101.0,72,809,441,407.2,188,10180
0,0.0,0,0,210,304.9,97,9419,1,1.2,0,99,81,101.0,72,809,292,407.1,188,10180
0,0.0,0,0,245,304.9,97,9419,1,1.2,0,99,97,101.0,72,809,343,407.1,188,10180
0,0.0,0,0,246,304.8,97,9419,0,1.2,0,99,92,101.0,72,809,338,407.1,188,10180
0,0.0,0,0,341,304.9,97,9419,2,1.2,0,99,83,101.0,72,809,426,407.1,188,10180
0,0.0,0,0,268,304.8,97,9419,1,1.2,0,99,95,101.0,72,809,364,407.0,188,10180
0,0.0,0,0,342,304.9,97,9419,1,1.2,0,99,175,101.0,72,809,518,407.1,188,10180
0,0.0,0,0,350,304.9,97,9419,2,1.2,0,99,87,101.0,72,809,439,407.1,188,10180
0,0.0,0,0,352,304.9,97,9419,1,1.2,0,99,89,101.0,72,809,442,407.2,188,10180
0,0.0,0,0,210,304.9,97,9419,1,1.2,0,99,90,101.0,72,809,301,407.1,188,10180
0,0.0,0,0,216,304.8,97,9419,1,1.2,0,99,82,101.0,72,809,299,407.0,188,10180
0,0.0,0,0,285,304.8,97,9419,1,1.2,0,99,93,101.0,72,809,379,407.0,188,10180
0,0.0,0,0,257,304.8,97,9419,0,1.2,0,99,231,101.1,72,809,488,407.1,188,10180
0,0.0,0,0,346,304.8,97,9419,1,1.2,0,99,78,101.1,72,809,425,407.1,188,10180
0,0.0,0,0,267,304.8,97,9419,1,1.2,0,99,79,101.0,72,809,347,407.0,188,10180
0,0.0,0,0,312,304.8,97,9419,1,1.2,0,99,81,101.0,72,809,394,407.0,188,10180
0,0.0,0,0,383,304.8,97,9419,1,1.2,0,99,99,101.0,72,809,483,407.1,188,10180
0,0.0,0,0,199,304.7,97,9419,1,1.2,0,99,96,101.0,72,809,296,407.0,188,10180
0,0.0,0,0,188,304.7,97,9419,1,1.2,0,99,82,101.0,72,809,271,406.9,188,10180
0,0.0,0,0,279,304.7,97,9419,1,1.2,0,99,82,101.0,72,809,362,406.9,188,10180
0,0.0,0,0,265,304.6,97,9419,1,1.2,0,99,79,101.0,72,809,345,406.8,188,10180
0,0.0,0,0,291,304.6,97,9419,1,1.2,0,99,86,101.0,72,809,378,406.8,188,10180
0,0.0,0,0,368,304.7,97,9419,1,1.2,0,99,85,101.0,72,809,454,406.8,188,10180
0,0.0,0,0,343,304.7,97,9419,2,1.2,0,99,94,101.0,72,809,439,406.9,188,10180
0,0.0,0,0,385,304.7,97,9419,1,1.2,0,99,84,100.9,72,809,470,406.9,188,10180
0,0.0,0,0,341,304.8,97,9419,1,1.2,0,99,95,100.9,72,809,437,406.9,188,10180
0,0.0,0,0,243,304.7,97,9419,1,1.2,0,99,83,100.9,72,809,327,406.9,188,10180
0,0.0,0,0,237,304.7,97,9419,0,1.2,0,99,105,100.9,72,809,342,406.8,188,10180
0,0.0,0,0,223,304.6,97,9419,0,1.2,0,99,103,100.9,72,809,326,406.8,188,10180
0,0.0,0,0,372,304.7,97,9419,1,1.2,0,99,82,100.9,72,809,455,406.8,188,10180
0,0.0,0,0,254,304.6,97,9419,1,1.2,0,99,91,100.9,72,809,346,406.8,188,10180
0,0.0,0,0,276,304.6,97,9419,0,1.2,0,99,81,100.9,72,809,357,406.7,188,10180
0,0.0,0,0,354,304.6,97,9419,1,1.2,0,99,85,100.9,72,809,440,406.8,188,10180
0,0.0,0,0,379,304.7,97,9419,1,1.2,0,99,89,100.9,72,809,469,406.8,188,10180
0,0.0,0,0,144,304.6,97,9419,1,1.2,0,99,108,100.9,72,809,253,406.7,188,10180
0,0.0,0,0,200,304.5,97,9419,1,1.2,0,99,180,100.9,72,809,381,406.7,188,10180
0,0.0,0,0,176,304.4,97,9419,1,1.2,0,99,92,100.9,72,809,269,406.6,188,10180
0,0.0,0,0,285,304.4,97,9419,1,1.2,0,99,92,100.9,72,809,378,406.6,188,10180
0,0.0,0,0,264,304.4,97,9419,1,1.2,0,99,97,100.9,72,809,362,406.5,188,10180
0,0.0,0,0,253,304.4,97,9419,1,1.2,0,99,93,100.9,72,809,347,406.5,188,10180
0,0.0,0,0,286,304.3,97,9419,1,1.2,0,99,122,100.9,72,809,409,406.5,188,10180
0,0.0,0,0,354,304.4,97,9419,1,1.2,0,99,88,100.9,72,809,443,406.5,188,10180
0,0.0,0,0,194,304.3,97,9419,1,1.2,0,99,89,100.9,72,809,284,406.4,188,10180
0,0.0,0,0,208,304.2,97,9419,1,1.2,0,99,92,100.9,72,809,301,406.4,188,10180
0,0.0,0,0,200,304.2,97,9419,1,1.2,0,99,98,100.9,72,809,299,406.3,188,10180
0,0.0,0,0,312,304.2,97,9419,1,1.2,0,99,97,100.9,72,809,410,406.3,188,10180
0,0.0,0,0,304,304.2,97,9419,1,1.2,0,99,71,100.9,71,809,376,406.3,188,10180
0,0.0,0,0,302,304.2,97,9419,1,1.2,0,99,90,100.9,71,809,393,406.3,188,10180
0,0.0,0,0,157,304.1,97,9419,0,1.2,0,99,78,100.9,71,809,235,406.2,188,10180
0,0.0,0,0,540,304.2,97,9419,1,1.2,0,99,91,100.9,71,809,632,406.3,188,10180
0,0.0,0,0,199,304.2,97,9419,1,1.2,0,99,104,100.9,71,809,304,406.3,188,10180
0,0.0,0,0,459,304.3,97,9419,0,1.2,0,99,89,100.9,71,809,548,406.3,188,10180
0,0.0,0,0,249,304.2,97,9419,1,1.2,0,99,88,100.8,71,809,338,406.3,188,10180
0,0.0,0,0,285,304.2,97,9419,1,1.2,0,99,90,100.8,71,809,376,406.3,188,10180
0,0.0,0,0,319,304.2,97,9419,2,1.2,0,99,103,100.8,71,809,424,406.3,188,10180
0,0.0,0,0,382,304.3,97,9419,1,1.2,0,99,78,100.8,71,809,461,406.3,188,10180
0,0.0,0,0,396,304.3,97,9419,1,1.2,0,99,88,100.8,71,809,485,406.4,188,10180
0,0.0,0,0,187,304.3,97,9419,0,1.2,0,99,80,100.8,71,809,267,406.3,188,10180
0,0.0,0,0,276,304.2,97,9419,0,1.2,0,99,99,100.8,71,809,375,406.3,188,10180
0,0.0,0,0,295,304.2,97,9419,1,1.2,0,99,95,100.8,71,809,391,406.3,188,10180
0,0.0,0,0,325,304.3,97,9419,1,1.2,0,99,95,100.8,71,809,421,406.3,188,10180
0,0.0,0,0,306,304.3,97,9419,1,1.2,0,99,98,100.8,71,809,405,406.3,188,10180
0,0.0,0,0,416,304.3,97,9419,2,1.2,0,99,98,100.8,71,809,516,406.3,188,10180
0,0.0,0,0,245,304.3,97,9419,1,1.2,0,99,104,100.8,71,809,350,406.3,188,10180
0,0.0,0,0,477,304.4,97,9419,1,1.2,0,99,115,100.8,71,809,593,406.4,188,10180
0,0.0,0,0,257,304.4,97,9419,2,1.2,0,99,100,100.8,71,809,359,406.4,188,10180
0,0.0,0,0,306,304.4,97,9419,1,1.2,0,99,105,100.8,71,809,412,406.4,188,10180
0,0.0,0,0,440,304.5,97,9419,1,1.2,0,99,88,100.8,71,809,529,406.5,188,10180
0,0.0,0,0,338,304.5,97,9419,1,1.2,0,99,104,100.8,71,809,443,406.5,188,10180
0,0.0,0,0,164,304.4,97,9419,2,1.2,0,99,89,100.8,71,809,255,406.4,188,10180
0,0.0,0,0,245,304.4,97,9419,1,1.2,0,99,81,100.8,71,809,327,406.3,188,10180
0,0.0,0,0,217,304.3,97,9419,1,1.2,0,99,94,100.8,71,809,312,406.3,188,10180
0,0.0,0,0,277,304.3,97,9419,0,1.2,0,99,96,100.8,71,809,373,406.3,188,10180
0,0.0,0,0,266,304.3,97,9419,2,1.2,0,99,89,100.8,71,809,357,406.2,188,10180
0,0.0,0,0,296,304.3,97,9419,1,1.2,0,99,107,100.8,71,809,404,406.2,188,10180
0,0.0,0,0,364,304.3,97,9419,1,1.2,0,99,93,100.8,71,809,458,406.3,188,10180
0,0.0,0,0,368,304.3,97,9419,1,1.2,0,99,84,100.8,71,809,453,406.3,188,10180
0,0.0,0,0,149,304.2,97,9419,1,1.2,0,99,88,100.7,71,809,238,406.2,188,10180
0,0.0,0,0,223,304.2,97,9419,1,1.2,0,99,92,100.7,71,809,316,406.1,188,10180
0,0.0,0,0,199,304.1,97,9419,1,1.2,0,99,110,100.7,71,809,310,406.1,188,10180
0,0.0,0,0,430,304.2,97,9419,1,1.2,0,99,108,100.7,71,809,539,406.2,188,10180
0,0.0,0,0,361,304.2,97,9419,2,1.2,0,99,87,100.7,71,809,450,406.2,188,10180
0,0.0,0,0,245,304.2,97,9419,1,1.2,0,99,109,100.7,71,809,355,406.1,188,10180
0,0.0,0,0,241,304.1,97,9419,1,1.2,0,99,93,100.7,71,809,335,406.1,188,10180
0,0.0,0,0,288,304.1,97,9419,1,1.2,0,99,98,100.7,71,809,387,406.1,188,10180
0,0.0,0,0,325,304.2,97,9419,1,1.2,0,99,82,100.7,71,809,408,406.1,188,10180
0,0.0,0,0,285,304.1,97,9419,1,1.2,0,99,92,100.7,71,809,378,406.1,188,10180
0,0.0,0,0,152,304.0,97,9419,0,1.2,0,99,100,100.7,71,809,252,406.0,188,10180
0,0.0,0,0,179,304.0,97,9419,1,1.2,0,99,85,100.7,71,809,265,405.9,188,10180
0,0.0,0,0,252,303.9,97,9419,1,1.2,0,99,113,100.7,71,809,366,405.9,188,10180
0,0.0,0,0,453,304.0,97,9419,1,1.2,0,99,84,100.7,71,809,538,405.9,188,10180
0,0.0,0,0,334,304.0,97,9419,1,1.2,0,99,90,100.7,71,809,425,406.0,188,10180
0,0.0,0,0,288,304.0,97,9419,0,1.2,0,99,100,100.7,71,809,388,405.9,188,10180
0,0.0,0,0,320,304.0,97,9419,1,1.2,0,99,93,100.7,71,809,414,406.0,188,10180
0,0.0,0,0,294,304.0,97,9419,1,1.2,0,99,84,100.7,71,809,379,405.9,188,10180
0,0.0,0,0,364,304.1,97,9419,1,1.2,0,99,105,100.7,71,809,470,406.0,188,10180
0,0.0,0,0,194,304.0,97,9419,3,1.2,0,99,85,100.7,71,809,282,405.9,188,10180
0,0.0,0,0,190,303.9,97,9419,1,1.2,0,99,97,100.7,71,809,288,405.8,188,10180
0,0.0,0,0,284,303.9,97,9419,1,1.2,0,99,88,100.7,71,809,373,405.8,188,10180
0,0.0,0,0,287,303.9,97,9419,1,1.2,0,99,100,100.7,71,809,388,405.8,188,10180
0,0.0,0,0,424,304.0,97,9419,0,1.2,0,99,81,100.7,71,809,505,405.9,188,10180
0,0.0,0,0,272,304.0,97,9419,1,1.2,0,99,90,100.6,71,809,363,405.8,188,10180
0,0.0,0,0,286,304.0,97,9419,2,1.2,0,99,94,100.6,71,809,382,405.8,188,10180
0,0.0,0,0,321,304.0,97,9419,9,1.2,0,99,96,100.6,71,809,426,405.8,188,10180
0,0.0,0,0,147,303.9,97,9419,0,1.2,0,99,109,100.6,71,809,256,405.7,188,10180
0,0.0,0,0,190,303.8,97,9419,1,1.2,0,99,95,100.6,71,809,286,405.7,188,10180
0,0.0,0,0,190,303.7,97,9419,1,1.2,0,99,95,100.6,71,809,286,405.6,188,10180
0,0.0,0,0,591,303.9,97,9419,1,1.2,0,99,83,100.6,71,809,675,405.7,188,10180
0,0.0,0,0,137,303.8,97,9419,1,1.2,0,99,92,100.6,71,809,230,405.6,188,10180
0,0.0,0,0,407,303.9,97,9419,1,1.2,0,99,111,100.6,71,809,519,405.7,188,10180
0,0.0,0,0,291,303.9,97,9419,1,1.2,0,99,117,100.6,71,809,409,405.7,188,10180
0,0.0,0,0,255,303.8,97,9419,1,1.2,0,99,92,100.6,71,809,348,405.7,188,10180
0,0.0,0,0,299,303.8,97,9419,1,1.2,0,99,70,100.6,70,809,370,405.7,188,10180
0,0.0,0,0,303,303.8,97,9419,1,1.2,0,99,107,100.6,70,809,411,405.7,188,10180
0,0.0,0,0,421,303.9,97,9419,0,1.2,0,99,99,100.6,70,809,520,405.7,188,10180
0,0.0,0,0,265,303.9,97,9419,1,1.2,0,99,98,100.6,70,809,364,405.7,188,10180
0,0.0,0,0,189,303.8,97,9419,1,1.2,0,99,96,100.6,70,809,286,405.6,188,10180
0,0.0,0,0,263,303.8,97,9419,1,1.2,0,99,84,100.6,70,809,348,405.6,188,10180
0,0.0,0,0,257,303.7,97,9419,1,1.2,0,99,106,100.6,70,809,364,405.6,188,10180
0,0.0,0,0,283,303.7,97,9419,1,1.2,0,99,81,100.6,70,809,365,405.5,188,10180
0,0.0,0,0,306,303.7,97,9419,1,1.2,0,99,95,100.6,70,809,402,405.5,188,10180
0,0.0,0,0,445,303.8,97,9419,1,1.2,0,99,90,100.6,70,809,536,405.6,188,10180
0,0.0,0,0,266,303.8,97,9419,1,1.2,0,99,97,100.6,70,809,364,405.6,188,10180
0,0.0,0,0,159,303.7,97,9419,1,1.2,0,99,94,100.6,70,809,254,405.5,188,10180
0,0.0,0,0,378,303.8,97,9419,1,1.2,0,99,94,100.6,70,809,473,405.5,188,10180
0,0.0,0,0,162,303.7,97,9419,0,1.2,0,99,92,100.6,70,809,254,405.4,188,10180
0,0.0,0,0,410,303.7,97,9419,1,1.2,0,99,85,100.6,70,809,496,405.5,188,10180
0,0.0,0,0,351,303.8,97,9419,1,1.2,0,99,82,100.5,70,809,434,405.5,188,10180
0,0.0,0,0,403,303.8,97,9419,1,1.2,0,99,84,100.5,70,809,488,405.6,188,10180
0,0.0,0,0,23104,317.9,97,23104,1,1.2,0,99,215,100.6,70,809,23320,419.8,188,23320
0,0.0,0,0,24128,332.7,97,24128,2,1.2,0,99,310,100.7,70,809,24440,434.6,188,24440
0,0.0,0,0,17113,343.1,97,24128,1,1.2,0,99,326,100.9,70,809,17440,445.1,188,24440
0,0.0,0,0,7126,347.2,97,24128,1,1.2,0,99,312,101.0,70,809,7439,449.5,188,24440
0,0.0,0,0,16143,357.0,97,24128,1,1.2,0,99,312,101.1,70,809,16456,459.3,188,24440
0,0.0,0,0,28107,374.1,97,28107,2,1.2,0,99,400,101.3,70,809,28509,476.7,188,28509
0,0.0,0,0,22138,387.6,97,28107,1,1.2,0,99,385,101.5,70,809,22524,490.3,188,28509
0,0.0,0,0,10112,393.6,97,28107,2,1.2,0,99,447,101.7,70,809,10561,496.5,188,28509
0,0.0,0,0,8173,398.3,97,28107,1,1.2,0,99,453,101.9,70,809,8627,501.5,188,28509
0,0.0,0,0,1136,398.8,97,28107,1,1.2,0,99,473,102.2,70,809,1610,502.2,188,28509
0,0.0,0,0,4138,401.1,97,28107,1,1.2,0,99,530,102.4,70,809,4669,504.7,188,28509
0,0.0,0,0,29138,418.8,97,29138,2,1.2,0,99,532,102.7,70,809,29672,522.7,188,29672
0,0.0,0,0,25182,434.0,97,29138,2,1.2,0,99,581,103.0,70,809,25765,538.2,188,29672
0,0.0,0,0,6125,437.5,97,29138,5,1.2,0,99,634,103.3,70,809,6764,542.0,188,29672
0,0.0,0,0,12142,444.7,97,29138,1,1.2,0,99,672,103.7,70,809,12815,549.5,188,29672
0,0.0,0,0,5126,447.5,97,29138,1,1.2,0,99,704,104.0,70,809,5831,552.8,188,29672
